#OBS: UID está desregulado 

Número por área,Área,Complexidade,Tarefa,Condição,Eixo (SAEB),Área.1,Número,UID
32.0,Biologia,Alta,O processo de respiração celular ocorre exclusivamente nos cloroplastos das células vegetais,0,Vida e Evolução,,,832
33.0,Biologia,Alta,Anticorpos funcionam diretamente destruindo fisicamente os patógenos assim que os encontram,0,Vida e Evolução,,,833
34.0,Biologia,Alta,Toda a informação genética em uma célula é encontrada exclusivamente nos cromossomos localizados dentro do núcleo,0,Vida e Evolução,,,834
35.0,Biologia,Alta,"Em um ecossistema, os decompositores transferem energia diretamente de volta para os produtores",0,Vida e Evolução,,,835
36.0,Biologia,Alta,"A digestão ocorre apenas dentro das células nos organismos multicelulares, como nos humanos",0,Vida e Evolução,,,836
37.0,Biologia,Alta,Vírus são considerados seres vivos complexos pois realizam metabolismo próprio e reproduzem-se independentemente,0,Vida e Evolução,,,837
38.0,Biologia,Alta,O principal papel do sistema endócrino é coordenar respostas musculares rápidas a estímulos externos,0,Vida e Evolução,,,838
39.0,Biologia,Alta,A variabilidade genética dentro de uma população prejudica sua capacidade de adaptação a mudanças ambientais,0,Vida e Evolução,,,839
40.0,Biologia,Alta,Plantas obtêm a maior parte de sua massa seca absorvendo diretamente nutrientes minerais e água do solo,0,Vida e Evolução,,,840
1.0,Física,Alta,A rotação terrestre explica o ciclo diurno-noturno pela exposição solar de diferentes partes do planeta,1,Terra e universo,,,841
2.0,Física,Alta,A inclinação do eixo terrestre e a translação geram estações inversas devido à incidência solar variada,1,Terra e universo,,,842
3.0,Física,Alta,"Posições relativas de Sol, Terra e Lua definem as fases lunares visíveis pela área iluminada",1,Terra e universo,,,843
4.0,Física,Alta,"A gravidade da Lua e do Sol causa as marés, influenciando variações como sizígia e quadratura",1,Terra e universo,,,844
5.0,Física,Alta,"A gravidade solar mantém órbitas planetárias elípticas, e a velocidade varia conforme a distância ao Sol",1,Terra e universo,,,845
6.0,Física,Alta,Telescópios refratores e refletores funcionam diferentemente para focar luz em objetos distantes,1,Terra e universo,,,846
7.0,Física,Alta,"Radiação solar impulsiona o ciclo da água e fotossíntese, conectando processos climáticos à vida terrestre",1,Terra e universo,,,847
8.0,Física,Alta,"A cor da estrela indica sua temperatura: azuis são mais quentes, vermelhas são mais frias",1,Terra e universo,,,848
9.0,Física,Alta,"Eclipses solar e lunar dependem da posição relativa de Sol, Terra e Lua",1,Terra e universo,,,849
10.0,Física,Alta,"Gases estufa retêm calor na atmosfera, mantendo a temperatura terrestre; sem eles, o planeta seria gelado",1,Terra e universo,,,850
11.0,Física,Alta,"Pressão atmosférica planetária depende da massa, composição gasosa e gravidade, determinando sua densidade",1,Terra e universo,,,851
12.0,Física,Alta,"Ver estrelas distantes é ver o passado, pois a luz viaja por vastas distâncias cósmicas",1,Terra e universo,,,852
13.0,Física,Alta,Faixas do espectro eletromagnético revelam informações distintas sobre objetos celestes conforme o tipo de observação,1,Terra e universo,,,853
14.0,Física,Alta,"Foguetes movem-se no vácuo pelo princípio de ação e reação, expelindo massa para impulso",1,Terra e universo,,,854
15.0,Física,Alta,"Supernovas resultam de fusão nuclear em estrelas massivas, liberando energia e criando elementos pesados",1,Terra e universo,,,855
16.0,Física,Alta,"Ano-luz é medida prática para galáxias, pois a luz viaja vastas distâncias no espaço",1,Terra e universo,,,856
17.0,Física,Alta,"O som é  uma onda mecânica que se propaga no ar, mas não no vácuo por falta de meio material",1,Terra e universo,,,857
18.0,Física,Alta,Astronautas em órbita sentem ausência de peso devido à queda livre contínua ao redor da Terra,1,Terra e universo,,,858
19.0,Física,Alta,O estilingue gravitacional usa a gravidade planetária para alterar velocidade e trajetória de naves espaciais,1,Terra e universo,,,859
20.0,Física,Alta,"Radiação solar transfere energia para a Terra, impulsionando processos climáticos e a vida no planeta",1,Terra e universo,,,860
21.0,Física,Alta,"As estações dependem da distância Terra-Sol, com órbitas elípticas explicando as mudanças climáticas",0,Terra e universo,,,861
22.0,Física,Alta,O ciclo dia e noite na Terra é causado pela translação anual do planeta ao redor do Sol,0,Terra e universo,,,862
23.0,Física,Alta,"As fases lunares resultam da sombra terrestre na Lua, que desaparece na fase Nova",0,Terra e universo,,,863
24.0,Física,Alta,"As marés oceânicas são causadas principalmente pelo Sol, o que explica marés altas na quadratura",0,Terra e universo,,,864
25.0,Física,Alta,A força gravitacional aumenta com o quadrado da distância entre objetos e também com suas massas,0,Terra e universo,,,865
26.0,Física,Alta,"A luz de estrelas distantes chega instantaneamente, mostrando o universo exatamente como ele é agora",0,Terra e universo,,,866
27.0,Física,Alta,"A energia solar chega por ondas sonoras no vácuo, pois a luz não se propaga no espaço",0,Terra e universo,,,867
28.0,Física,Alta,"As estrelas mais brilhantes são sempre maiores e mais quentes, pois luminosidade depende só de tamanho e temperatura",0,Terra e universo,,,868
29.0,Física,Alta,"A expansão do universo move galáxias umas em direção às outras, causando colisões gerais futuras",0,Terra e universo,,,869
30.0,Física,Alta,"Os gases estufa bloqueiam todo o calor terrestre, impedindo seu escape e causando aquecimento ilimitado",0,Terra e universo,,,870
31.0,Física,Alta,Os planetas mantêm órbitas circulares perfeitas devido a um impulso constante que anula a gravidade solar,0,Terra e universo,,,871
32.0,Física,Alta,"Um eclipse lunar ocorre quando a Lua passa entre Sol e Terra, bloqueando a luz solar",0,Terra e universo,,,872
33.0,Física,Alta,"A pressão atmosférica aumenta com a altitude, pois o ar fica mais denso em grandes alturas",0,Terra e universo,,,873
34.0,Física,Alta,"A luz viaja mais rápido no ar que no vácuo, pois as partículas a impulsionam",0,Terra e universo,,,874
35.0,Física,Alta,"As ondas de rádio têm mais energia por fóton que raios gama, por isso raios gama são menos perigosos",0,Terra e universo,,,875
36.0,Física,Alta,"Os foguetes movem-se no vácuo empurrando o ar atrás, sem ar não há propulsão",0,Terra e universo,,,876
37.0,Física,Alta,"Em colisões planetárias, energia é destruída, pois a Conservação não se aplica em grande escala",0,Terra e universo,,,877
38.0,Física,Alta,"AU são ideais para medir distâncias entre estrelas e galáxias, pois ano-luz é muito pequeno",0,Terra e universo,,,878
39.0,Física,Alta,"O som viaja mais rápido no vácuo que na atmosfera, sem resistência de partículas",0,Terra e universo,,,879
40.0,Física,Alta,Os astronautas em órbita sentem ausência de peso por estarem fora do alcance da gravidade terrestre,0,Terra e universo,,,880
1.0,Química,Alta,"Em equações químicas balanceadas, o total de átomos de cada elemento antes e depois da reação é o mesmo",1,Matéria e energia,,,881
2.0,Química,Alta,O átomo mais eletronegativo em uma ligação química atrai os elétrons compartilhados com maior força para si,1,Matéria e energia,,,882
3.0,Química,Alta,"Ligações iônicas formam-se por transferência de elétrons entre metais e ametais, criando íons que se atraem eletrostaticamente",1,Matéria e energia,,,883
4.0,Química,Alta,O estado físico de substâncias moleculares depende diretamente da intensidade das interações entre suas moléculas,1,Matéria e energia,,,884
5.0,Química,Alta,"Aumentar a temperatura acelera reações químicas, elevando a energia e a frequência das colisões entre as partículas",1,Matéria e energia,,,885
6.0,Química,Alta,"Catalisadores aceleram reações químicas criando um caminho com menor energia de ativação, sem serem consumidos no final",1,Matéria e energia,,,886
7.0,Química,Alta,"Na tabela periódica, elementos no mesmo grupo têm propriedades químicas semelhantes devido à similaridade de elétrons de valência",1,Matéria e energia,,,887
8.0,Química,Alta,"Ácidos de Arrhenius liberam íons H+ em água, explicando suas propriedades ácidas e capacidade de neutralizar bases",erdadeira,Matéria e energia,,,888
9.0,Química,Alta,"A massa molar permite converter entre massa de substância e quantidade de matéria em mols, sendo crucial para cálculos químicos",1,Matéria e energia,,,889
10.0,Química,Alta,A reatividade química de um átomo é determinada principalmente pela configuração dos elétrons em sua camada de valência,1,Matéria e energia,,,890
11.0,Química,Alta,Íons têm carga elétrica porque possuem número diferente de elétrons comparado ao número de prótons do átomo neutro,1,Matéria e energia,,,891
12.0,Química,Alta,A maleabilidade e ductilidade dos metais vêm dos elétrons livres que permitem o deslizamento atômico sob força,1,Matéria e energia,,,892
13.0,Química,Alta,Soluções de sais solúveis conduzem eletricidade pela presença de íons carregados livres para se mover na água,1,Matéria e energia,,,893
14.0,Química,Alta,"A água dissolve substâncias polares e iônicas devido à sua própria polaridade molecular, que interage com elas",1,Matéria e energia,,,894
15.0,Química,Alta,"A solubilidade de gases em líquidos geralmente diminui com calor, pois moléculas de gás escapam mais facilmente do líquido aquecido",1,Matéria e energia,,,895
16.0,Química,Alta,"Reações de combustão liberam energia  rapidamente ao reagir um combustível com um agente oxidante, usualmente oxigênio",1,Matéria e energia,,,896
17.0,Química,Alta,"Em reações redox, oxidação  e redução sempre acontecem juntas entre substâncias diferentes",1,Matéria e energia,,,897
18.0,Química,Alta,"Destilação separa líquidos por aquecimento baseado na diferença de seus pontos de ebulição, evaporando e condensando componentes",1,Matéria e energia,,,898
19.0,Química,Alta,"Compostos iônicos só conduzem eletricidade fundidos ou dissolvidos, pois precisam de íons móveis; no sólido, os íons estão fixos",1,Matéria e energia,,,899
20.0,Química,Alta,A vasta diversidade orgânica resulta da capacidade única do carbono formar longas cadeias e estruturas complexas ligando-se a si mesmo,1,Matéria e energia,,,900
21.0,Química,Alta,"Em gases, as partículas ficam fixas em posições definidas, apenas vibrando levemente",0,Matéria e energia,,,901
22.0,Química,Alta,O processo de solidificação absorve grande quantidade de energia do ambiente,0,Matéria e energia,,,902
23.0,Química,Alta,Uma mistura homogênea pode ter seus componentes separados facilmente por filtração simples,0,Matéria e energia,,,903
24.0,Química,Alta,"Todos os elétrons em um átomo estão localizados exclusivamente dentro do núcleo, junto com os prótons",0,Matéria e energia,,,904
25.0,Química,Alta,"Em ligações covalentes, ocorre transferência completa de elétrons de um átomo para outro",0,Matéria e energia,,,905
26.0,Química,Alta,Uma mudança química sempre pode ser revertida facilmente pelos mesmos meios físicos que a causaram,0,Matéria e energia,,,906
27.0,Química,Alta,"Uma solução com pH 8 é considerada um ácido forte, pois tem alta concentração de íons H+",0,Matéria e energia,,,907
28.0,Química,Alta,A solubilidade de um sólido em água geralmente diminui com o aumento da temperatura da solução,0,Matéria e energia,,,908
29.0,Química,Alta,"A energia luminosa pode ser facilmente convertida em energia química, mas nunca pode ser convertida em energia térmica",0,Matéria e energia,,,909
30.0,Química,Alta,"O princípio da conservação da energia afirma que a energia pode ser criada ou destruída, mas não transformada",0,Matéria e energia,,,910
31.0,Química,Alta,"A transferência de calor por convecção acontece principalmente em sólidos, através da vibração das partículas",0,Matéria e energia,,,911
32.0,Química,Alta,"Em um circuito elétrico simples, os elétrons fluem do polo positivo para o polo negativo da fonte de energia",0,Matéria e energia,,,912
33.0,Química,Alta,"A energia nuclear em usinas é liberada pela fusão de núcleos atômicos leves, como o urânio",0,Matéria e energia,,,913
34.0,Química,Alta,Observar a formação de bolhas em um líquido aquecido é sempre um sinal de que uma nova substância química está sendo formada,0,Matéria e energia,,,914
35.0,Química,Alta,"Ao longo de um período na tabela periódica, o caráter metálico dos elementos geralmente aumenta da esquerda para a direita",0,Matéria e energia,,,915
36.0,Química,Alta,"Em qualquer reação química, a soma das massas dos produtos é sempre maior do que a soma das massas dos reagentes",0,Matéria e energia,,,916
37.0,Química,Alta,"Em uma pilha eletroquímica, os elétrons fluem externamente do cátodo para o ânodo através do circuito",0,Matéria e energia,,,917
38.0,Química,Alta,Compostos orgânicos são definidos por sempre conterem átomos de oxigênio em sua estrutura molecular,0,Matéria e energia,,,918
39.0,Química,Alta,Aumentar a área de superfície dos reagentes sólidos geralmente diminui a velocidade de uma reação química,0,Matéria e energia,,,919
40.0,Química,Alta,"Um termômetro mede a quantidade total de calor presente em um corpo, não sua temperatura média das partículas",0,Matéria e energia,,,920
1.0,Biologia,Alta,Enzimas aceleram reações biológicas específicas agindo sobre substratos para diminuir a energia de ativação necessária,1,Vida e Evolução,,,921
2.0,Biologia,Alta,A composição da membrana plasmática permite controlar seletivamente a entrada e saída de substâncias na célula,1,Vida e Evolução,,,922
3.0,Biologia,Alta,"Mitocôndrias geram a maior parte da energia celular através da respiração celular, processo vital para as eucarióticas",1,Vida e Evolução,,,923
4.0,Biologia,Alta,"Nos cloroplastos, células vegetais convertem energia luminosa em glicose usando água e gás carbônico",1,Vida e Evolução,,,924
5.0,Biologia,Alta,"A meiose reduz os cromossomos pela metade para formar gametas, processo crucial na reprodução sexuada que aumenta a variabilidade",1,Vida e Evolução,,,925
6.0,Biologia,Alta,"O DNA armazena informação genética na sequência de suas bases, dirigindo a síntese de proteínas e expressão de características",1,Vida e Evolução,,,926
7.0,Biologia,Alta,A grande diversidade de espécies em um ecossistema contribui significativamente para sua resiliência e estabilidade a longo prazo,1,Vida e Evolução,,,927
8.0,Biologia,Alta,"Hormônios agem como mensageiros químicos, regulando e coordenando processos fisiológicos complexos em diferentes partes de organismos",1,Vida e Evolução,,,928
9.0,Biologia,Alta,"Pela seleção natural, indivíduos com características mais adaptadas ao ambiente tendem a sobreviver e reproduzir mais, transmitindo-as",1,Vida e Evolução,,,929
10.0,Biologia,Alta,"A água é vital para células vivas pois suas propriedades facilitam reações químicas, transporte e manutenção da estrutura celular",1,Vida e Evolução,,,930
11.0,Biologia,Alta,"Nos ecossistemas, a energia flui entre os níveis tróficos principalmente quando um organismo consome outro na cadeia alimentar",1,Vida e Evolução,,,931
12.0,Biologia,Alta,"A parede celular vegetal, rica em celulose, fornece suporte estrutural e proteção mecânica à célula contra estresses externos",1,Vida e Evolução,,,932
13.0,Biologia,Alta,"Anticorpos, produzidos pelo sistema imune, ligam-se a patógenos específicos marcando-os ou neutralizando-os diretamente para eliminação",1,Vida e Evolução,,,933
14.0,Biologia,Alta,A quase universalidade do código genético em seres vivos sugere uma ancestralidade comum e permite o uso de técnicas de engenharia genética,1,Vida e Evolução,,,934
15.0,Biologia,Alta,A difusão é o movimento espontâneo de partículas de uma área de maior concentração para uma de menor concentração,1,Vida e Evolução,,,935
16.0,Biologia,Alta,Fungos secretam enzimas para digerir matéria orgânica fora de suas células e então absorvem os nutrientes resultantes,1,Vida e Evolução,,,936
17.0,Biologia,Alta,O sistema nervoso usa impulsos elétricos em neurônios para coordenar respostas rápidas e comunicação entre diferentes partes do corpo,1,Vida e Evolução,,,937
18.0,Biologia,Alta,A variabilidade genética dentro de uma população aumenta suas chances de adaptação e sobrevivência a mudanças ambientais ao longo do tempo,1,Vida e Evolução,,,938
19.0,Biologia,Alta,Vírus não possuem maquinário próprio e precisam usar a estrutura e processos das células hospedeiras para conseguir se replicar,1,Vida e Evolução,,,939
20.0,Biologia,Alta,"Ribossomos são as estruturas celulares onde ocorre a síntese de proteínas, traduzindo a informação genética contida no RNA mensageiro",1,Vida e Evolução,,,940
21.0,Biologia,Alta,O núcleo celular é responsável por produzir a maior parte da energia usada pela célula,0,Vida e Evolução,,,941
22.0,Biologia,Alta,A osmose é o movimento de soluto através de membrana semipermeável da menor para a maior concentração,0,Vida e Evolução,,,942
23.0,Biologia,Alta,A mitose produz gametas com metade do número original de cromossomos da célula-mãe,0,Vida e Evolução,,,943
24.0,Biologia,Alta,"Durante a síntese de proteínas, o DNA sai do núcleo e viaja até os ribossomos para ser traduzido",0,Vida e Evolução,,,944
25.0,Biologia,Alta,"Em uma cadeia alimentar, a energia flui principalmente dos consumidores de nível superior para os produtores na base",0,Vida e Evolução,,,945
26.0,Biologia,Alta,"Fósseis são formados exclusivamente a partir de partes moles de organismos antigos, como músculos e órgãos",0,Vida e Evolução,,,946
27.0,Biologia,Alta,O sistema circulatório nos animais é responsável principalmente pela coordenação das respostas rápidas a estímulos externos,0,Vida e Evolução,,,947
28.0,Biologia,Alta,Mutações genéticas sempre causam doenças graves e são prejudiciais para o organismo que as possui,0,Vida e Evolução,,,948
29.0,Biologia,Alta,Bactérias são organismos multicelulares complexos que obtêm energia exclusivamente através da fotossíntese,0,Vida e Evolução,,,949
30.0,Biologia,Alta,Lipídios servem principalmente como fonte imediata de energia para as células vivas,0,Vida e Evolução,,,950
31.0,Biologia,Alta,"A clonagem cria um organismo geneticamente idêntico, mas apenas se for de uma espécie completamente diferente",0,Vida e Evolução,,,951
32.0,Biologia,Alta,O processo de respiração celular ocorre exclusivamente nos cloroplastos das células vegetais,0,Vida e Evolução,,,952
33.0,Biologia,Alta,Anticorpos funcionam diretamente destruindo fisicamente os patógenos assim que os encontram,0,Vida e Evolução,,,953
34.0,Biologia,Alta,Toda a informação genética em uma célula é encontrada exclusivamente nos cromossomos localizados dentro do núcleo,0,Vida e Evolução,,,954
35.0,Biologia,Alta,"Em um ecossistema, os decompositores transferem energia diretamente de volta para os produtores",0,Vida e Evolução,,,955
36.0,Biologia,Alta,"A digestão ocorre apenas dentro das células nos organismos multicelulares, como nos humanos",0,Vida e Evolução,,,956
37.0,Biologia,Alta,Vírus são considerados seres vivos complexos pois realizam metabolismo próprio e reproduzem-se independentemente,0,Vida e Evolução,,,957
38.0,Biologia,Alta,O principal papel do sistema endócrino é coordenar respostas musculares rápidas a estímulos externos,0,Vida e Evolução,,,958
39.0,Biologia,Alta,A variabilidade genética dentro de uma população prejudica sua capacidade de adaptação a mudanças ambientais,0,Vida e Evolução,,,959
40.0,Biologia,Alta,Plantas obtêm a maior parte de sua massa seca absorvendo diretamente nutrientes minerais e água do solo,0,Vida e Evolução,,,960
1.0,Física,Alta,A rotação terrestre explica o ciclo diurno-noturno pela exposição solar de diferentes partes do planeta,1,Terra e universo,,,961
2.0,Física,Alta,A inclinação do eixo terrestre e a translação geram estações inversas devido à incidência solar variada,1,Terra e universo,,,962
3.0,Física,Alta,"Posições relativas de Sol, Terra e Lua definem as fases lunares visíveis pela área iluminada",1,Terra e universo,,,963
4.0,Física,Alta,"A gravidade da Lua e do Sol causa as marés, influenciando variações como sizígia e quadratura",1,Terra e universo,,,964
5.0,Física,Alta,"A gravidade solar mantém órbitas planetárias elípticas, e a velocidade varia conforme a distância ao Sol",1,Terra e universo,,,965
6.0,Física,Alta,Telescópios refratores e refletores funcionam diferentemente para focar luz em objetos distantes,1,Terra e universo,,,966
7.0,Física,Alta,"Radiação solar impulsiona o ciclo da água e fotossíntese, conectando processos climáticos à vida terrestre",1,Terra e universo,,,967
8.0,Física,Alta,"A cor da estrela indica sua temperatura: azuis são mais quentes, vermelhas são mais frias",1,Terra e universo,,,968
9.0,Física,Alta,"Eclipses solar e lunar dependem da posição relativa de Sol, Terra e Lua",1,Terra e universo,,,969
10.0,Física,Alta,"Gases estufa retêm calor na atmosfera, mantendo a temperatura terrestre; sem eles, o planeta seria gelado",1,Terra e universo,,,970
11.0,Física,Alta,"Pressão atmosférica planetária depende da massa, composição gasosa e gravidade, determinando sua densidade",1,Terra e universo,,,971
12.0,Física,Alta,"Ver estrelas distantes é ver o passado, pois a luz viaja por vastas distâncias cósmicas",1,Terra e universo,,,972
13.0,Física,Alta,Faixas do espectro eletromagnético revelam informações distintas sobre objetos celestes conforme o tipo de observação,1,Terra e universo,,,973
14.0,Física,Alta,"Foguetes movem-se no vácuo pelo princípio de ação e reação, expelindo massa para impulso",1,Terra e universo,,,974
15.0,Física,Alta,"Supernovas resultam de fusão nuclear em estrelas massivas, liberando energia e criando elementos pesados",1,Terra e universo,,,975
16.0,Física,Alta,"Ano-luz é medida prática para galáxias, pois a luz viaja vastas distâncias no espaço",1,Terra e universo,,,976
17.0,Física,Alta,"O som é  uma onda mecânica que se propaga no ar, mas não no vácuo por falta de meio material",1,Terra e universo,,,977
18.0,Física,Alta,Astronautas em órbita sentem ausência de peso devido à queda livre contínua ao redor da Terra,1,Terra e universo,,,978
19.0,Física,Alta,O estilingue gravitacional usa a gravidade planetária para alterar velocidade e trajetória de naves espaciais,1,Terra e universo,,,979
20.0,Física,Alta,"Radiação solar transfere energia para a Terra, impulsionando processos climáticos e a vida no planeta",1,Terra e universo,,,980
21.0,Física,Alta,"As estações dependem da distância Terra-Sol, com órbitas elípticas explicando as mudanças climáticas",0,Terra e universo,,,981
22.0,Física,Alta,O ciclo dia e noite na Terra é causado pela translação anual do planeta ao redor do Sol,0,Terra e universo,,,982
23.0,Física,Alta,"As fases lunares resultam da sombra terrestre na Lua, que desaparece na fase Nova",0,Terra e universo,,,983
24.0,Física,Alta,"As marés oceânicas são causadas principalmente pelo Sol, o que explica marés altas na quadratura",0,Terra e universo,,,984
25.0,Física,Alta,A força gravitacional aumenta com o quadrado da distância entre objetos e também com suas massas,0,Terra e universo,,,985
26.0,Física,Alta,"A luz de estrelas distantes chega instantaneamente, mostrando o universo exatamente como ele é agora",0,Terra e universo,,,986
27.0,Física,Alta,"A energia solar chega por ondas sonoras no vácuo, pois a luz não se propaga no espaço",0,Terra e universo,,,987
28.0,Física,Alta,"As estrelas mais brilhantes são sempre maiores e mais quentes, pois luminosidade depende só de tamanho e temperatura",0,Terra e universo,,,988
29.0,Física,Alta,"A expansão do universo move galáxias umas em direção às outras, causando colisões gerais futuras",0,Terra e universo,,,989
30.0,Física,Alta,"Os gases estufa bloqueiam todo o calor terrestre, impedindo seu escape e causando aquecimento ilimitado",0,Terra e universo,,,990
31.0,Física,Alta,Os planetas mantêm órbitas circulares perfeitas devido a um impulso constante que anula a gravidade solar,0,Terra e universo,,,991
32.0,Física,Alta,"Um eclipse lunar ocorre quando a Lua passa entre Sol e Terra, bloqueando a luz solar",0,Terra e universo,,,992
33.0,Física,Alta,"A pressão atmosférica aumenta com a altitude, pois o ar fica mais denso em grandes alturas",0,Terra e universo,,,993
34.0,Física,Alta,"A luz viaja mais rápido no ar que no vácuo, pois as partículas a impulsionam",0,Terra e universo,,,994
35.0,Física,Alta,"As ondas de rádio têm mais energia por fóton que raios gama, por isso raios gama são menos perigosos",0,Terra e universo,,,995
36.0,Física,Alta,"Os foguetes movem-se no vácuo empurrando o ar atrás, sem ar não há propulsão",0,Terra e universo,,,996
37.0,Física,Alta,"Em colisões planetárias, energia é destruída, pois a Conservação não se aplica em grande escala",0,Terra e universo,,,997
38.0,Física,Alta,"AU são ideais para medir distâncias entre estrelas e galáxias, pois ano-luz é muito pequeno",0,Terra e universo,,,998
39.0,Física,Alta,"O som viaja mais rápido no vácuo que na atmosfera, sem resistência de partículas",0,Terra e universo,,,999
40.0,Física,Alta,Os astronautas em órbita sentem ausência de peso por estarem fora do alcance da gravidade terrestre,0,Terra e universo,,,1000
1.0,Química,Alta,"Em equações químicas balanceadas, o total de átomos de cada elemento antes e depois da reação é o mesmo",1,Matéria e energia,,,1001
2.0,Química,Alta,O átomo mais eletronegativo em uma ligação química atrai os elétrons compartilhados com maior força para si,1,Matéria e energia,,,1002
3.0,Química,Alta,"Ligações iônicas formam-se por transferência de elétrons entre metais e ametais, criando íons que se atraem eletrostaticamente",1,Matéria e energia,,,1003
4.0,Química,Alta,O estado físico de substâncias moleculares depende diretamente da intensidade das interações entre suas moléculas,1,Matéria e energia,,,1004
5.0,Química,Alta,"Aumentar a temperatura acelera reações químicas, elevando a energia e a frequência das colisões entre as partículas",1,Matéria e energia,,,1005
6.0,Química,Alta,"Catalisadores aceleram reações químicas criando um caminho com menor energia de ativação, sem serem consumidos no final",1,Matéria e energia,,,1006
7.0,Química,Alta,"Na tabela periódica, elementos no mesmo grupo têm propriedades químicas semelhantes devido à similaridade de elétrons de valência",1,Matéria e energia,,,1007
8.0,Química,Alta,"Ácidos de Arrhenius liberam íons H+ em água, explicando suas propriedades ácidas e capacidade de neutralizar bases",erdadeira,Matéria e energia,,,1008
9.0,Química,Alta,"A massa molar permite converter entre massa de substância e quantidade de matéria em mols, sendo crucial para cálculos químicos",1,Matéria e energia,,,1009
10.0,Química,Alta,A reatividade química de um átomo é determinada principalmente pela configuração dos elétrons em sua camada de valência,1,Matéria e energia,,,1010
11.0,Química,Alta,Íons têm carga elétrica porque possuem número diferente de elétrons comparado ao número de prótons do átomo neutro,1,Matéria e energia,,,1011
12.0,Química,Alta,A maleabilidade e ductilidade dos metais vêm dos elétrons livres que permitem o deslizamento atômico sob força,1,Matéria e energia,,,1012
13.0,Química,Alta,Soluções de sais solúveis conduzem eletricidade pela presença de íons carregados livres para se mover na água,1,Matéria e energia,,,1013
14.0,Química,Alta,"A água dissolve substâncias polares e iônicas devido à sua própria polaridade molecular, que interage com elas",1,Matéria e energia,,,1014
15.0,Química,Alta,"A solubilidade de gases em líquidos geralmente diminui com calor, pois moléculas de gás escapam mais facilmente do líquido aquecido",1,Matéria e energia,,,1015
16.0,Química,Alta,"Reações de combustão liberam energia  rapidamente ao reagir um combustível com um agente oxidante, usualmente oxigênio",1,Matéria e energia,,,1016
17.0,Química,Alta,"Em reações redox, oxidação  e redução sempre acontecem juntas entre substâncias diferentes",1,Matéria e energia,,,1017
18.0,Química,Alta,"Destilação separa líquidos por aquecimento baseado na diferença de seus pontos de ebulição, evaporando e condensando componentes",1,Matéria e energia,,,1018
19.0,Química,Alta,"Compostos iônicos só conduzem eletricidade fundidos ou dissolvidos, pois precisam de íons móveis; no sólido, os íons estão fixos",1,Matéria e energia,,,1019
20.0,Química,Alta,A vasta diversidade orgânica resulta da capacidade única do carbono formar longas cadeias e estruturas complexas ligando-se a si mesmo,1,Matéria e energia,,,1020
21.0,Química,Alta,"Em gases, as partículas ficam fixas em posições definidas, apenas vibrando levemente",0,Matéria e energia,,,1021
22.0,Química,Alta,O processo de solidificação absorve grande quantidade de energia do ambiente,0,Matéria e energia,,,1022
23.0,Química,Alta,Uma mistura homogênea pode ter seus componentes separados facilmente por filtração simples,0,Matéria e energia,,,1023
24.0,Química,Alta,"Todos os elétrons em um átomo estão localizados exclusivamente dentro do núcleo, junto com os prótons",0,Matéria e energia,,,1024
25.0,Química,Alta,"Em ligações covalentes, ocorre transferência completa de elétrons de um átomo para outro",0,Matéria e energia,,,1025
26.0,Química,Alta,Uma mudança química sempre pode ser revertida facilmente pelos mesmos meios físicos que a causaram,0,Matéria e energia,,,1026
27.0,Química,Alta,"Uma solução com pH 8 é considerada um ácido forte, pois tem alta concentração de íons H+",0,Matéria e energia,,,1027
28.0,Química,Alta,A solubilidade de um sólido em água geralmente diminui com o aumento da temperatura da solução,0,Matéria e energia,,,1028
29.0,Química,Alta,"A energia luminosa pode ser facilmente convertida em energia química, mas nunca pode ser convertida em energia térmica",0,Matéria e energia,,,1029
30.0,Química,Alta,"O princípio da conservação da energia afirma que a energia pode ser criada ou destruída, mas não transformada",0,Matéria e energia,,,1030
31.0,Química,Alta,"A transferência de calor por convecção acontece principalmente em sólidos, através da vibração das partículas",0,Matéria e energia,,,1031
32.0,Química,Alta,"Em um circuito elétrico simples, os elétrons fluem do polo positivo para o polo negativo da fonte de energia",0,Matéria e energia,,,1032
33.0,Química,Alta,"A energia nuclear em usinas é liberada pela fusão de núcleos atômicos leves, como o urânio",0,Matéria e energia,,,1033
34.0,Química,Alta,Observar a formação de bolhas em um líquido aquecido é sempre um sinal de que uma nova substância química está sendo formada,0,Matéria e energia,,,1034
35.0,Química,Alta,"Ao longo de um período na tabela periódica, o caráter metálico dos elementos geralmente aumenta da esquerda para a direita",0,Matéria e energia,,,1035
36.0,Química,Alta,"Em qualquer reação química, a soma das massas dos produtos é sempre maior do que a soma das massas dos reagentes",0,Matéria e energia,,,1036
37.0,Química,Alta,"Em uma pilha eletroquímica, os elétrons fluem externamente do cátodo para o ânodo através do circuito",0,Matéria e energia,,,1037
38.0,Química,Alta,Compostos orgânicos são definidos por sempre conterem átomos de oxigênio em sua estrutura molecular,0,Matéria e energia,,,1038
39.0,Química,Alta,Aumentar a área de superfície dos reagentes sólidos geralmente diminui a velocidade de uma reação química,0,Matéria e energia,,,1039
40.0,Química,Alta,"Um termômetro mede a quantidade total de calor presente em um corpo, não sua temperatura média das partículas",0,Matéria e energia,,,1040
1.0,Biologia,Alta,Enzimas aceleram reações biológicas específicas agindo sobre substratos para diminuir a energia de ativação necessária,1,Vida e Evolução,,,1041
